id	rating	item_bought	review	pros	cons	upvotes	downvotes
23794745	5	1	дужe задоволeний! якісна камeра, низька ціна. розeтка, як завжди, на висоті. доставка під під'їзд, швидко і профeсійно.	якість, зручність, доставка.	нe виявлeно.	1	0
30584448	5	1	майже рік назад купували морозильну камеру на розетці. камера чудова, за цей час ніяких нарікань, зверху стоїть клітка з папужкою, він не жаліється на шум. проблем з покупкою та доставкою не було. дякуємо розетці.	поличка для заморозки ягід, співвідношення ціна якість.	поки не виявлено	0	0
28605112	5	0	користуємось вже пів року, морозить добре, працює тихо. жінка радіє.	морозить, працює тихо, точна температура, хороший пластик.	при відкритих дверцятах до хв. не спрацьовує звуковий сигнал.	1	0
20935355	5	0	классна камера стандарта ззовні, але дуже вмістка. скоро морозить, від чого не псується якість продуктів. вся родина задоволена придбанням.	тиха, скоро морозить, вмістка	немає	0	0
13647778	4	1	задоволений, купив у хол квартири компактну і недорогу морозилку. міс. все ок. якщо є місце то краще купити більшого об'єму.	гарна морозилка по ціна якість	поки не виявив	0	0
24351391	1	0	навіть якщо її відремонтують по гарантії то хто вам компенсує вартість втрачених продуктів і сили витрачені на підготовку продуктів для заморозки ? нікому не рекомендую, краще купіть одразу нормальну техніку!	включилась в перші дні після покупки	виходить з ладу в найбільш невдалий момент	2	1
25817927	5	1	дуже компактні морозильной камера. працює тихо. ми задоволені покупкою.			0	0
30706560	5	1	замовила . . ., а отримала . . р. дякую продавцю за оперативність!!!. морозильна камера хороша ... тихо працює. я задоволена			0	0
30388088	5	1	замовлення доставили за два дні, камера працює нормально,морозить класно. пока у мене тиждень, недоліків не має. рекомендую і камеру і магазин			0	0
30309944	5	1	наразі без нарікань! працює прекрасно, велика вмістна так як і хотів... душе тиха... рекомендую...			0	0
30522664	5	1	все добре, доставили вчасно. зважаючи на вартість морозилки до якості жодних претензій. обслуговування: розетка , нова пошта .	відмінний товар на свої гроші	немає	0	0
17397440	5	0	дуже подобається. гарна ціна. відповідає якості			0	0
17382470	5	0	хороша морозильна камера, користуюся більше року, дуже добре зберігаються як м'ясо, риба, так і ягоди. міцні і водночас досить місткі шухляди. дуже гарний дизайн і головне, не боїться перепадів напруги!	надійна, економна, тиха	немає	0	0
32882790	5	1	скажіть будь ласка, чи потрібно викручувати транспортуванні болти, бо в інструкції нічого про це не пише... проте при першому вмиканні при роботі постійне класґцання і цокання то є норма для неї???			1	0
32866098	5	1	нарешті позбулись вічносохнучого одягу!	проста в керуванні, ціна якість	відсутній таймер, але нз наскільки він потрібен	2	0
29558256	5	0	вмовила чоловіка купити сушилку, бо набридло завішувати цілий балкон, потім в кімнаті у дітей цілий день немає вуличного світла машинкою дуже задоволена, співвідношення ціни і якості високе принаймні на скільки я можу судити за місяці . роботи в домі стало помітно менше, навіть трохи незвично. можу радити жінкам, бо як не дивно серед подруг це не дуже популярний пристрій і мало хто сушилками користується, а це дуже полегшує життя.	справді корисна річ у домі	немає	3	0
29060896	4	0	!! не miele але теж крута!!! враховуючи те що miele в два рази дорожча , а по якості майже один в один!!!!!! хороша річ!!!!!			0	0
31728278	5	0	дуже гарний с автомат. вирішив купити і не пошкодував. економить багато часу. споживає мало електрики. багато програм.невелика ціна. всім раджу		не має	0	0
30318768	4	0	машина сушить дуже гарно речі, великий барабан, управління через wi fi , ціна гарна ,а якість не гірше чим у інших фірм	кг на сушку , великий люк для загрузки речей, хороша ціна	не знайшов поки що	1	0
40517942	5	1	чудово виконує свої функції, але дуже шумить.	зручно, швидко, ефективно	дуже шумно	0	0
34603441	5	1	достатня кількість програм , працює міс. зауважень до роботи немає.	ціна.	шумновата.	1	0
40049166	3	1	купила сушку на розетці дні тому. прогнала декілька циклів на різних програмах. поки що не шумна пральна з цієї ж серії з супертихоні за півроку перетворилась на доволі шумну . як і в пралці незвично тормознуте управління не завжди спрацьовує з першого натиску. дверка зачиняється з гучним клацанням. шатке кріплення панелі на контейнері для збору води при детальному розгляді виявилось, що один з пластикових гачків кріплення відсутній, думала відламаний, але виглядає наче недоплавлений заводський брак . а так в цілому непогана бюджетна версія. а! і зверніть увагу, що в цій сушці немає освітлення : , я коли читала опис, чомусь цей пункт не замітила, а він є...	дизайн, колір, поки що не дуже шумна, сушить		0	0
37764602	5	0	давно мріяла про сушильний автомат, зручно та комфортно і економить час. нарешті вирішили замовити, доставили швидко та гарно запакованим. щодо роботи самої сушки, то я задоволена на всі відсотків. деклька режимів, тому сушить одяг і тканини будь якого типу, і звичано по скорості сушіння також є варіанри. речі після сушки практино не потрібно прасувати, не нищаться. я задоволена:			1	0
33467211	5	0	до покупки ми не були знайомі з сушильним барабаном, тепер зрозумів що це важлива річ у домі! сушить швидко і якісно, дуже проста в користуванні.			0	0
33447699	5	0	незамінима річ у домі, жалію, що відкладали покупку сушильної машини, купили в парі з пральною машиною electrolux, якою також дуже задоволені. рекомендую.	швидкість сушіння, мякі на дотик речі з приємним запахом.	відсутні	0	0
36823758	5	0	якісна. нешумна. одяг мягкенький не зімятий.запах прального засобу зберігається. дуже корисна річ. рекомендую всім хто сумнівається.	з пральної машини в сушильний автомат. година і в шкаф. барабан дуже вмісткий.	шкода, що тільки тепер придбали. габаритна на , але кг.	1	0
33682671	5	0	у сучасному домі це необхідна річ, розвішані речі по усіх батареях, завішаний балкон речима... тепер усе простіше, є сушильний барабан electrolux	швидкість сушіння, речі після сушки мякі на дотик, та більшість із них не потрібно прасувати, низький рівень енерго споживання, красивий дизайн.	немає, і надіюсь не буде	3	0
33497865	5	0	речі після сушки м'які і приємні на дотик, більшість речей непотрібно прасувати, добре очищає від ворсу. автоматично скорочує цикл сушки в залежності від того скільки загрузили білизною. можна виставити в ручну потрібний рівень сухості речей.	великий барабан, делікатна сушка можна сушити шовк, пухові ковдри, є програма швидка сушка	відсутні	2	0
36935485	4	1	шикарно доповнює пральну машину, величезна кількість програм, зменшує побутове навантаження на родину.	тепловий насос, не потрібно підключати до каналізації, купа програм.	потрібно заливати конденсат :	0	0
36790635	5	1	в характеристиках не вірно вказані розміри глибини.. щоб запхати на балкон ширина дверей см. потрібно було зняти верхню кришку, бокові і передню кришку. але це не складно. реально глибина десь см.			1	1
33477591	5	0	дуже задоволені товаром, все таки окрема сушка краще від в . багато програм для різних типів тканини машинка делікатніше сушить і набагато економніша. поставили сушку з кріпленням на пральну машину, це дуже зручно і не займає багато місця.	легко чистити фільтр, багато програм, сушить різні тканини навіть куртки, тихо працює	не знайшов	0	0
33500397	5	0	це наш перший сушильний барабан, до того років користувались прально сушильною машинкою в . тепер точно знаю що у виборі на помилились. навідмінно від прально сушильної обєм більший, у ньому є ворсовий фільтр, відповідно речі мякі, пухнасті. якість сушки в рази краща і менше споживання електроенергії.	якісно сушить делікатні речі		2	0
33444837	5	0	сушкою задоволений. сушить делікатно і якісно. зручна і проста у використанні має зрозумілий дисплей що не потребує вивчення напам'ять інструкції.	можна сушити куртку	не знайшов	1	0
33447537	5	0	шукали хорошу пральну машину, але почули переваги прально сушильної і зрозуміли що нам цього бракувало! сьогодні речі чисті і сухі за годину, шерстяні кардиган, светрик висушились і форму не втратили. тихо, зручно і якісно!			2	1
31549558	5	0	хтось скаже навіщо вона? займає багато місця, немалі витрати електроенергії і взагалі зайва у помешканні і таке інше. так само говорили про пральні машини в минулому. тому хто живе мірками кінця хх століття рекомендую спочатку спробувати і ви в неї закохаєтесь як і в свою пральну машину. рекомендую як домогосподаркам з дітьми так і тим хто ще досі дорожить своєю свободою #candy	економить багато часу, не жмакає речі висушив і віразу вдягай	для мене недоліків нема	3	0
40455674	5	1	дякую. хороша акція! %! найдешевше ніж де! ще не установили сушку, чекаємо на спеціаліста.	на вигляд дуже крута!	нема	0	0
38487316	5	0	давно мріяв про сушильний автомат, зручно та комфортно і економить. щодо роботи самої сушки, то я задоволений на всі відсотків. деклька режимів, тому сушить одяг і тканини будь якого типу, і звичано по скорості сушіння також є варіанри. речі після сушки практино не потрібно прасувати, не нищаться. я задоволений:	швидко та безпечно для одягу	не виявив	1	0
38484526	5	0	якістю сушки задоволений, подобається що є швидкі програми на , , хвилин. дуже зручно при не великих обємах сушіння. контейнер для збору води на дверцях набагато краще ніж ніж в кюветі! видно рівень заповнення.	функціонал, компактність	не вияв	1	0
39399207	5	0	працює супер!			0	0
39271629	5	1	питання до представника bosch: чи можливо встановлювати кошик для вовни та взуття? який?			0	0
33174318	5	1	замовила посудомийну машину, як завжди прийшла швидко і оперативно, в п'ятницю зробила замовлення, в понеділок вже була доставка додому у львівську обл. сертифікат на грн як і вказано і бесплатна доставка, хоча при оформленні замовлення доставку врахували, але зателефонувала на розетку і все виправили. на рахунок самої посудомийки ще не можу нічого сказати, так як ще не підключили, але минулого року замовляли тут схожу модель для мами, то все добре, сподіваюсь і тут не буде проблем.	ще не тестували.	поки що не можу сказати.	0	0
34569463	5	1	машина супер посуд миє чудово,зовсім не чути як працює. тепер після гостей не треба стояти і довго мити посуд.	велика,без шуму,якісно миє.	немає	2	1
37854656	5	1	прийшло без пошкоджень и дефектів, установив, включив, помило все класно, я рад покупці, жалко що раніше не купив.	робить нормально, все супер	немає лійки той щоб засипати сіль, ключа що піднімає нижки	1	1
40483622	5	1	прочитавши коментарі вирішив написати і свій коментар. перш за все при отриманні машини в пункті видачі перевіряйте цілісність заводської упаковки, якщо цілісність значно порушена відпрявляйте в зад. при розпакуванні вдома машинка всередині суха , в комплекті інструкція , монтажні елементи , гарантійний талон, "таблетки" фініш і ополіскувач приємний бонус .дверцята без навісу фасада не держать це нормально . якщо ви жінка або незграбні чоловіки не рекомендується встановлювати навіс фасада і підключати до водогону. запросіть майстра. перед первим включенням уважно, дуже уважно прочитайте інструкцію там все описано, не будьте туземцями . купіть сольки для посудомиючих машин засипте як описано в інструкції , залийте опліскувач в потрібний отвір, покладіть таблетку бажано фініш в потрібний відсік , закрийте відсік , включіть машинку, виставте рівень подачі солі по інструкції , виставте рівень подачі ополіскувача по інструкції. жорсткість води в україні ,практично всюди, жорстка або дуже жорстка наліт в чайнику після кипятіння . для продвинутих таблеток фініш ставимо для середніх для простих рівень подачі. при загруженій машині перевіряємо чи вільно крутяться лопасті розпилювача води і чи повністю задвинутий верхній кошик. при виборі програми миття зверніть увагу на свій посуд, якщо він до цього не мився в посудомийці , то каструлі сковородки і тд. з засохшим жиром не відмиються , їх потрібно прогнати на максимальній температурі а потім трошки "пошкрябати", також якщо ви збираете посуд в посудомийці добу і більше встановлюйте програму град., якщо з ранку до вечора, достатньо прогр.еко. також не встановлюйте високотемпературну програму на скляний посуд зникнуть малюнки і неякісний декор і не мийте в посудомийці кавоварки гейзерні зникла вся краса від хім реації з таблеткою провівши всі маніпуляції і вибравши програму нажимайте старт загориться щітка і буде моргати це означає що процес миття вже начався . ніякі кнопки крім програми і щітки не повинні горіти , якщо горять, то недостатньо або солі, або ополіскувача по інструкції .закриваємо дверцята машинки і процес чудодійства почався. час миття десь орієнтировно , часа.в кінці миття звуковий сигнал. посуд після миття сухий і чистий. всім удачі. користуюсь місяців. всім задоволений. перший запуск довірте чоловіку.	об'ємна, добре миє, проста в використанні.	робота розетки в плані безкоштовної доставки	6	0
40124340	1	1	відсутня інструкція з монтажу фасаду ґвинти для монтажу йдуть під спеціальну викрутку		відсутня інструкція з монтажу фасаду	0	0
23953137	5	1	в цілому задоволений покупкою	чудовий варіант в своїй ціновій категорії	на достатньо добра сушка: на кружках залишається пару грам води, оскільки дно вигнуте, напевне вода повинна була б випаровуватись при сушці	0	0
32476002	5	1	#моєрозпакування	тиха й зручна машина. посуд відсиває. недорога	поганий переклад інструкції і неякісні зображення	4	0
32411802	5	1	це нашарування перша посудомийка, нізчим порівняти. тому все класно:	працююча посудомийка, безкоштовна доставка	поганий переклад інструкції і неякісні зображення	1	0
35357131	5	1	все добре. задоволені.			0	0
34907584	4	1	посудомийка загалом не погана,користуюсь уже нею більше як півроку,але через декілька тижнів після початку користування я помілила на посуді при вигрузці білий наліт.не зрозуміло чому??,за рідиною для полоскання і сіллю уважно слідкую,але періодично,вже разів чотири п"ять за півроку це повторювалось.щось не зрозуміле. а так машинка працює справно,відмиває добре.	зручна у користуванні.	часом,навіть при повному крнтейнері ополіскувача,не виполоскує посуд,залишаючи білий наліт.	0	0
4945374	5	0	вибрала цю модель, дуже гарно виглядає. має багато програм. хто вагається, то раджу брати цю модель. помічник, який вам не відмовить.	працює безшумно і гарно все вимиває. має багато програм.	поки що не зауважила	4	2
32718732	5	1	гарний зовнішній вигляд, багато програм, відмиває навіть застарілий бруд, все чисте і блищить, працює майже не чутно. підключав сам, без проблем.	зовнішній вигляд, багато програм, працює майже не чутно	не знайшов	0	0
32330700	5	1	майже місяць користуюся машинкою. хвала людині яка придумала посудомийну машину!!! це ж взагалі чудо техніки. посуд блищить, часу вільного тепер купа, можна і чоловік по балувати працює зазвичай вночі , майже не чутно. підключили самі без проблем. хто сумнівається навіть не думайте беріть !!! і що я раніше без неї робила ?! тепер готувати одне задоволення тому що моя помічниця все помиє за мене ;	тихенька, стильно виглядає, гарно миє, зрозуміле меню налаштувань і програм.	немає	4	0
35357033	5	1	дуже чудова посудомийка. миє все дуже відмінно. був досвід користування вбудованою кою не порівняти тут вміщається будь яка посуда. відмиває все на ура, сковороди після жарки ідеально чисті, головне правильно виставити жорсткість води, ну і вибрати режим миття. пробували таблетки і порошок і тим ітим миє відмінно. для половинноі загрузки потрібно використовувати миючий так як його додається в двічі меньше. вона велика, має багато функцій, тиха дуже тиха ка gorenje була набагато голоснішою. якщо користуєтесь таблетками все рівно засипайте в бункер сіль це захистить ваш тен. раджу дану машину.	тиха в роботі. має багато функцій. простий інтерфейс вибору налаштувань. якісне миття посуду. є російська мова.	на задніх ніжках відсутнє регулювання, важко відрегулювати рівень.	3	1
39066711	5	1	#моєрозпакування чудова посудомийка.класний дизайн.дверцята нержавіюча сталь,бічні стінки метал в сірій фарбі,панель управління і верхня кришка сірий пластик.багатовмісна.верхня корзина регулюється по висоті.складні напрямляючі для тарілок.складні полочки для чашок,регульовані по висоті.зручно керувати простором.працює дуже тихо наче дощ за вікном. програм з із змінними налаштуваннями.управління просте і зрозуміле.миє добре,тільки довелося попідбирати рівень жорсткості води і кількість ополіскувача.гарантійний талон прийшов від пральної машини самсунг.чому???	зовнішній вигляд,дуже тиха,	гарантійний талон на пральнну машину	2	0
40057260	5	1	чудова пмм, відмиває посуд відмінно. багато програм на всі випадки життя знімається верхня кришка, і чудово встановлюється під столешницю. рекомендую.	дизайн, тиха робота, безліч програм	відсутні	2	0
39887700	5	0	верхня кришка чи низ на лапках не регулюється як у вбудованих? хочемо поставити під стільниці, висота якої см. це можливо?			0	0
31081486	4	0	миє класно! легка в керуіанні, програм хоч і не дуже багато але якраз ті що потрібні. підібрали хімію і жорсткісь води то миє класно! нема білих патьоків. дружина задоволена!	посудомийка!		1	0
32434734	5	1	довго вибирав, але уже місяці вся сім'я всім задоволена. на смію чоловіка нам повністю вистачає, снідають лише діти, вечеряють всі , ще й каструлі поміщаються	ціна, якість миття, зручне управління, відтермінування миття	поки що не виявив	4	1
40144374	5	0	не вистачає характеристик ,розміри,квт, ... ?			0	0
39994866	5	1	дружина вдячна за подарунок!	низька ціна. невеликий розмір.	не відмиває старі забруднення від чаю.	0	0
22473737	5	1	це вже моя друга посудомийна машина bosch, попередня була ка. дуже гарна модель, зручна у використанні. це той випадок коли розумієш за що платиш гроші.	якісно миє, тихо працює, великий вибір функцій, зручне відділення для столових приборів, економне витрачання води і т.і.	немає	3	0
34757644	5	1	довго відсилали заказ днів	чудова машина	миє на еко год хв	2	0
29983080	5	0	рекомендую, машина миє дуже відмінно.	непотрібно перемивати	немає	4	1
38918877	5	1	запитання до виробника чи можна на дану модель поставити форсунка для миття протівнів	добре миє		0	0
25440839	5	1	чудова посудомийна машина. дуже проста і зручна. чудово миє посуд.	німецька збірка, хороша ціна та хороша якість	відсутне відстрочення запуску	0	0
25280375	5	1	користуємось майже рік, недоліків не виявлено. оптимальна позиція з точки зору співвідношення ціна якість об'єм.	об`єм, ціна		0	0
31735878	2	1	замовив на розетці. вибрав самовивіз бо час піджимав. забрав, зняв упаковку,щоб розмістити на задньому сидінні авто. а по приїзду заднє сидіння виявилось мокрим, коли підняв додому і відкрив то була мокра і всередині. або я щось не розумію або це б.у. під виглядом нової...не очікував від розетки такого			1	3
34196398	5	1	в цілому гарно миє посуд	руки розвантажені:	погано сушить пластикові судки. погано миє високі ємності	1	0
22126745	5	1	чудова посудомийка. економить час , тепер можна проводити більше часу з дітьми, а не з посудом. мене цілком влаштовує.			2	0
32843082	1	1	доброго дня! зробили замовлення березня. все було ок до сьогодні. машина перестала гріти воду. при покупці не звернула увагу на документи, які йшли з машиною. відсутні гарантійний талон і товарний чек. і тепер не знаю, як звернутися в сервісну службу, якщо документи відсутні. у мене питання до представника розетки. ви можете надіслати відсутні документи?	радувались місяців	перестала гріти воду	0	0
32093076	5	1	. хороша місткість на середньостатистичну сім'ю. . витрата води та електроенергії, де клас а найбільш економний. . якість мийки залежить від класу ефективності мийки, клас а забезпечує найвищу якість. . велика кількість корисних програм. . тихо працює. . зручні та доречні функції.	виконує свої функції. краще ніж вручну.	немає	6	0
32038644	4	1	хороша місткість. тиша під час роботи. зручне завантаження – наявність трансформованих кошиків, регульованих по висоті, є окремий тримач для келихів, відсік для ножів. бездоганна якість миття – на балів, відмінно справляється з забрудненнями. багато автоматичних програм, що дозволяють відмити будь який посуд. турбосушка – посуд завжди сухий і чистий після закінчення циклу. легкість в догляді.	посудомийна машина виконує свою фунцію добре. тиха. миє краще ніж вручну.	користуюсь дні поки все ок.	1	0
26516487	4	0	вибрала її, так як по характеристикам вона була економічніша, ніж аналогічні за розміром і ціною всього літрів! виявилось, що скільки вона споживає тільки в режимі еко і швидкомийки, в звичайному ж режимі розходує л як і інші машинки такого розміру . мабуть, в усіх машинках вказується мінімальний розход. ніякий продавець ні на цьому сайті, ні на інших не зміг толком пояснити, що таке режим d zone wash, а на практиці це просто можливість вибрати або верхню або нижню корзину для миття. при цьому посуд ставиться тільки в неї і наче б то там активніше миється, ніж коли загружена вся машинка в цій же програмі при цьому режим d можна вибрати не в усіх програмах, а тільки в автомат і інтенсив. чи споживає воно при цьому менше води, ніж коли вона повна, я не знаю, і цього в інтрукціі не вказано. те, що купили повнорозмірну машинку не шкодую, хоч нас в сімї всього двоє майже щодня вона повна. єдине, що ми не врахували машинка не влазить у шкафчик см виявляється так звані "вбудовані" машинки насправді не вбудовуються як духовка, наприклад , а просто ставляться під столішницю і навішуються дверки. довелось розбирати шкафчик так як він у нас стоїть окремо і "допилювати" його.	працює нормально, миє, багато поміщається. великий регульований по висоті верхній кошик. кастрюлі, сковорідки і тд відмиваються від старого нальоту в залежності від ступеня їх забруднення деякі з другого разу, а деякі разів треба закласти, щоб відлип старий жир але так, мабуть, у всіх машинках . можна помити решітки з плитки і витяжки. скляний посуд вимивається чудово з першого разу. влазить листик з духовки см. звуковий сигнал по закінченню є. також є програми в який машинка їсть небагато води і електрики менше, ніж аналогічні за розміром моделі можна вибрати режим, щоб закласти тільки одну корзину я закладаю нижню . є режим самоочистки правда, я ще ним не користувалась . проста в управлінні.	дуже великий лоток для ложок , доведеться, мабуть його обрізати, так як займає багато місця, і дірочки в ньому маленькі ложки з широкими ручками можуть не влізти. в деяких програмах миє довше, ніж вказано в інструкції. інструкція є тільки на французькій і румунській мові але можна запросити, щоб прислали з сервісного центру: service_ua@whirlpool.com . літрів води їсть тільки в деяких режимах, а в нормальних програмах .	3	0
40505156	2	0	доброго дня! купили дану модель, все підключили, майстер перевіряв правильність встановлення, і наче запустили пусту і цикл відпрацювала. на наступний день загрузили посуд, програма , пмм працювала на протязі годин., виключила її сама, натиснув кнопку "викл", машина одразу воду зляла, і все. любу програму включаю вона буде мити аж поки її самостійно не виключиш. в чому причина?			0	0
36612688	5	0	де купити до даної моделі насадку для миття протвіней?	де купити до даної моделі насадку для миття протвіней?		2	0
36161461	4	0	доброго дня! цікавить чи є в даної моделі верхній ополіскувач???			0	0
37121369	5	1	питання до виробника, з якою періодичністю і в якій кількості потрібно добавляти сіль?			0	0
36680427	5	0	доброго дня. питання до виробника, немає фіксації дверки у відкритому положенні. змушені однією рукою притримувати дверку іншою загружати посуд. посудомийка нова.			1	0
24216815	3	1	в загальному машина не погана. немає зайвих програм, тільки основні. з недоліків зазначив би, що в машинці не зручно спроектовано пристрій "аква стоп". якщо водозабірну шлангу підключати до крана горизонтально, то цей пристрій "краде" глибину кухонного ящика і машинка не стає правильно. вихід потрібно купувати перехідник на кран з якого проводиться подача води на машинку. не можу зрозуміти машинка взагалі не сушить посуду, чи вона сушить її так погано?! години через чотири після завантаження посуду і ввімкнення програми у машинці посуд залишається мокрим на бокалах та стаканах від цього залишаються сліди від капель води ... питання до виробника так має бути, чи це особливість саме цієї моделі? можливо аотрібно більше часу?	не шумна	погано сушить посуд.	0	1
26247663	5	1	чудова посудомийна машина. посуд після миття скрипить та блищить. користуємося таблетками, додатково засипали сіль. доставили швидко, дякуємо розетці.			0	0
21577563	4	1	свою функцію виконує на , тут без претензій, але по якості металу не скажеш що то німець, сильно економили для нашого ринку, всі потрібні функції присутні, не бачу сенсу в дисплеях і т.п., миє якісно при умові нормальних миючих засобів все блищить,ще умова все правильно розташувати. не дуже шумна, але й не тихоня, як пишуть інші у своїх відгуках у мене квартира студія но кімнатна, на нічь не поставиш,пралку ставлю,але вона у ванній . встановив самостійно, головна проблема була це викрутити ніжки,був мокрий,проклинав виробників, ледве видовбав різними методами. ще проблема неможу відключити потребу в ополіскувачі користуюсь таблетками , дію чітко по інструкції ця функція передбачена результату нема, прийшлось залити, видно є змова боша та виробників миючих засобів, а це вже не законно що на це скажете панове представники? у мене є кавомашина німецька, яка вироблена для свого ринку, я її ледве піднімаю, а це такий собі маркетинговий хід, але працює, миє, доступна, що ще треба.	виконує свої функції на %. компактна. проста в користуванні.	сильно розхвалена. ніжки викрутити дуже важко, особливо коли ти один.неможливо відключити потребу в ополіскувачі.	2	0
39887022	5	1	машинка бомба!!!! рекомендую всім!	якість!!! чудовий результат мийки!	нема.	0	0
